time,altitude,distance,grade,heartrate,cadence,lat,long,power,velocity1,velocity
1139,5.4,9.4096,0.7,148,83,44.415311,8.922784,127.5536984,26.28,7.3
1140,5.4,9.4165,0,147,81,44.415332,8.922703,79.674912,25.92,7.2
1141,5.4,9.4231,0,147,70,44.415354,8.922622,74.34826,25.2,7
1142,5.4,9.4295,0.8,146,70,44.415374,8.922544,120.5178397,24.84,6.9
1143,5.4,9.4354,0.8,146,70,44.415394,8.922468,111.0908277,23.76,6.6
1144,5.6,9.4411,0.9,145,0,44.415413,8.922398,0,22.68,6.3
1145,5.6,9.4467,1.9,144,0,44.415431,8.922332,0,21.6,6
1146,5.6,9.4519,1,143,0,44.415448,8.922266,0,20.88,5.8
1147,5.8,9.4568,1,140,0,44.415464,8.922203,0,19.8,5.5
1148,5.8,9.4616,1.1,139,0,44.415479,8.922141,0,18.72,5.2
1149,5.8,9.466,0,138,0,44.415493,8.922083,0,18,5
1150,5.8,9.4705,1.1,135,0,44.415505,8.922028,0,17.28,4.8
1151,5.8,9.4753,2,134,0,44.415512,8.92197,0,16.92,4.7
1152,6,9.4806,2.7,133,56,44.415519,8.921908,145.8281589,17.28,4.8
1153,6.2,9.4863,3.4,133,62,44.415531,8.921843,179.8501031,17.64,4.9
1154,6.4,9.4924,3.2,133,69,44.415544,8.921774,188.5810502,19.08,5.3
1155,6.6,9.4989,3.1,133,72,44.415558,8.9217,201.7213565,20.52,5.7
1156,6.8,9.5055,3,133,75,44.415572,8.921622,210.3497902,21.6,6
1157,7,9.5123,3,133,78,44.415589,8.921544,224.5102547,22.68,6.3
1158,7.2,9.519,2.9,134,78,44.415601,8.921462,228.5138894,23.4,6.5
1159,7.4,9.5258,2.2,135,78,44.415611,8.921379,196.9520454,24.12,6.7
1160,7.6,9.5327,2.2,136,78,44.415624,8.921297,201.3296242,24.48,6.8
1161,7.6,9.5396,1.4,137,79,44.415642,8.921215,153.3263456,24.48,6.8
1162,7.8,9.5466,1.4,138,80,44.41566,8.921132,157.0618158,24.84,6.9
1163,7.8,9.554,2.8,138,81,44.415678,8.921047,247.3211169,25.2,7
1164,8,9.5611,2.7,139,84,44.415692,8.920958,246.1612347,25.56,7.1
1165,8.4,9.5683,3.5,139,84,44.415705,8.920864,296.2323863,25.56,7.1
1166,8.6,9.5757,4.2,140,83,44.415713,8.920771,346.4107809,25.92,7.2
1167,8.8,9.5828,3.5,141,82,44.415719,8.920679,302.0171134,25.92,7.2
1168,9.2,9.5899,2.8,141,82,44.415721,8.920587,257.5898505,25.92,7.2
1169,9.4,9.5972,2.8,143,82,44.415718,8.920496,257.5898505,25.92,7.2
1170,9.4,9.6042,2,143,82,44.415708,8.920408,206.7830249,25.92,7.2
1171,9.6,9.6117,2,144,83,44.415684,8.920303,206.7830249,25.92,7.2
1172,9.8,9.6193,2.7,145,87,44.415665,8.920206,256.3878,26.28,7.3
1173,10,9.6268,2.6,146,87,44.415649,8.920112,255.077338,26.64,7.4
1174,10.2,9.6343,2,146,87,44.415635,8.920023,215.9107218,26.64,7.4
1175,10.4,9.6419,2,147,87,44.415622,8.919931,220.5782593,27,7.5
1176,10.4,9.6496,0.7,148,87,44.415608,8.91984,138.1150992,27.36,7.6
1177,10.6,9.6572,-0.6,148,88,44.415594,8.919744,50.88659418,27.36,7.6
1178,10.4,9.665,-0.6,149,89,44.415581,8.919647,50.88659418,27.36,7.6
1179,10.2,9.6728,-1.3,149,89,44.41557,8.919551,5.817665984,27.72,7.7
1180,10.2,9.6806,-1.3,149,90,44.415555,8.919454,5.817665984,27.72,7.7
1181,10.2,9.6883,-1.3,149,89,44.415538,8.919358,5.817665984,27.72,7.7
1182,10,9.696,-1.3,149,89,44.415524,8.919264,7.786046087,28.08,7.8
1183,9.8,9.7034,-1.3,149,87,44.415513,8.91917,5.817665984,27.72,7.7
1184,9.8,9.7109,-0.7,149,85,44.4155,8.919077,44.17684068,27.36,7.6
1185,9.8,9.7186,0.7,149,86,44.415486,8.918984,138.1150992,27.36,7.6
1186,9.8,9.7261,0.6,149,87,44.415474,8.918891,131.4056248,27.36,7.6
1187,10,9.734,1.3,148,90,44.415462,8.918796,178.3678318,27.36,7.6
1188,10,9.7421,1.9,148,90,44.415446,8.918698,223.3313628,27.72,7.7
1189,10.2,9.7501,1.9,148,93,44.415424,8.918601,228.1245961,28.08,7.8
1190,10.4,9.7581,1.9,148,93,44.415401,8.918505,232.9910114,28.44,7.9
1191,10.6,9.7663,1.2,148,93,44.415377,8.918408,188.5097109,28.8,8
1192,10.6,9.7743,0,148,93,44.415354,8.91831,107.097471,29.16,8.1
1193,10.6,9.7823,-0.6,148,93,44.415332,8.918212,61.38019598,28.8,8
1194,10.4,9.7906,-1.2,147,93,44.41531,8.918113,21.28412169,29.16,8.1
1195,10.4,9.7986,-0.6,147,94,44.415288,8.918012,64.18889143,29.16,8.1
1196,10.2,9.8069,0,146,94,44.415263,8.917911,107.097471,29.16,8.1
1197,10.4,9.8152,0.6,146,86,44.41524,8.917812,153.9493731,29.52,8.2
1198,10.4,9.8233,0.6,146,86,44.415215,8.917712,153.9493731,29.52,8.2
1199,10.6,9.8315,0,146,86,44.415193,8.917612,110.511892,29.52,8.2
1200,10.4,9.8399,0,146,86,44.415169,8.917513,114.003239,29.88,8.3
1201,10.4,9.8481,-0.6,146,86,44.415145,8.917414,67.07357688,29.52,8.2
1202,10.4,9.8562,0,146,85,44.41512,8.917315,110.511892,29.52,8.2
1203,10.4,9.8645,-0.6,145,85,44.415096,8.917219,67.07357688,29.52,8.2
1204,10.4,9.8726,-1.2,145,85,44.415074,8.917122,23.63911863,29.52,8.2
1205,10.2,9.8806,-1.2,144,85,44.415053,8.917025,21.28412169,29.16,8.1
1206,10,9.8888,-1.2,143,85,44.415033,8.916929,21.28412169,29.16,8.1
1207,10,9.8969,-0.6,143,85,44.41501,8.916833,64.18889143,29.16,8.1
1208,10,9.905,0.6,142,85,44.414987,8.916735,150.0052267,29.16,8.1
1209,10,9.9133,1.2,142,85,44.414965,8.916634,192.9075253,29.16,8.1
1210,10.2,9.9214,1.2,141,86,44.414944,8.916534,197.3813296,29.52,8.2
1211,10.4,9.9296,1.2,140,85,44.414924,8.916434,197.3813296,29.52,8.2
1212,10.4,9.938,0.6,140,76,44.414909,8.91633,153.9493731,29.52,8.2
1213,10.4,9.9464,-0.6,139,76,44.414905,8.916223,70.03518832,29.88,8.3
1214,10.4,9.9547,-1.2,137,76,44.414912,8.916117,26.07104156,29.88,8.3
1215,10.2,9.9631,-1.2,135,76,44.41493,8.916013,26.07104156,29.88,8.3
1216,10,9.9714,-1.8,134,0,44.41495,8.915911,0,30.24,8.4
1217,10,9.9799,-1.8,132,0,44.414972,8.915813,0,30.24,8.4
1218,9.8,9.9881,-1.9,131,0,44.414996,8.915715,0,29.88,8.3
1219,9.6,9.9959,-2.8,130,0,44.415018,8.915617,0,29.52,8.2
1220,9.4,10.0027,-3.9,129,0,44.415039,8.915526,0,28.44,7.9
1221,9.2,10.0088,-5.5,127,0,44.415059,8.915446,0,27,7.5
1222,8.8,10.0137,-6.5,126,0,44.415078,8.91538,0,24.48,6.8
1223,8.4,10.0176,-8.4,124,0,44.415092,8.91533,0,21.24,5.9
1224,8.2,10.0213,-5.9,122,0,44.415103,8.915287,0,18.36,5.1
1225,7.8,10.0254,-3.2,121,0,44.415113,8.91524,0,16.2,4.5
1226,7.8,10.0306,-0.9,121,0,44.415124,8.91519,0,15.84,4.4
1227,7.8,10.0364,1.7,121,58,44.415127,8.915129,95.04519058,16.2,4.5
1228,8,10.0424,1.6,121,64,44.415121,8.915063,104.920053,18,5
1229,8.2,10.0487,2.4,122,66,44.415103,8.914989,158.7619919,19.8,5.5
1230,8.2,10.0553,1.5,123,67,44.415083,8.914909,130.9570354,21.6,6
1231,8.4,10.0619,0.7,125,69,44.41506,8.914827,96.65969904,22.68,6.3
1232,8.4,10.0691,0.7,126,72,44.415034,8.914745,102.3354109,23.4,6.5
1233,8.4,10.0763,0,126,74,44.415005,8.914662,69.284384,24.48,6.8
1234,8.4,10.0837,-0.7,126,77,44.414973,8.914577,31.08673536,25.2,7
1235,8.4,10.0913,-0.7,127,79,44.414939,8.914489,35.1773438,25.92,7.2
1236,8.2,10.0991,-0.6,127,80,44.414905,8.914401,46.07139728,26.64,7.4
1237,8.2,10.1068,-1.3,128,81,44.414871,8.914313,2.096707776,27,7.5
1238,8.2,10.1148,-0.6,128,82,44.414835,8.914225,53.40068963,27.72,7.7
1239,8,10.1228,0,128,83,44.414798,8.914137,97.306404,28.08,7.8
1240,8,10.1306,0,129,83,44.41476,8.914051,100.495663,28.44,7.9
1241,8.2,10.1383,0.7,129,83,44.414724,8.913965,145.5110231,28.08,7.8
1242,8.2,10.1459,0.7,129,0,44.414687,8.913881,0,28.08,7.8
1243,8.2,10.1533,0,129,0,44.414652,8.913798,0,27.72,7.7
1244,8.2,10.1606,0,129,0,44.414619,8.913716,0,27.36,7.6
1245,8.2,10.168,0,130,0,44.414587,8.913634,0,27,7.5
1246,8.2,10.1752,-0.7,130,0,44.414554,8.913555,0,26.64,7.4
1247,8.2,10.1824,-0.7,130,0,44.414521,8.913475,0,26.28,7.3
1248,8,10.1893,-0.7,130,0,44.414491,8.913398,0,25.92,7.2
1249,8,10.196,-1.6,129,0,44.414458,8.913319,0,25.56,7.1
1250,8,10.2021,-0.9,128,0,44.414429,8.913245,0,24.48,6.8
1251,7.8,10.207,-2,126,0,44.414402,8.913187,0,23.04,6.4
1252,7.8,10.2119,-2.3,124,0,44.414377,8.913138,0,21.24,5.9
1253,7.6,10.216,-2.7,122,0,44.414355,8.913093,0,19.08,5.3
1254,7.6,10.2192,-3.4,120,0,44.414336,8.913055,0,16.56,4.6
1255,7.4,10.2218,-2,118,0,44.414323,8.913026,0,14.04,3.9
1256,7.4,10.2238,-2,117,0,44.414312,8.913005,0,12.24,3.4
1257,7.4,10.2258,-1.5,116,0,44.414305,8.912995,0,10.08,2.8
1258,7.4,10.2258,-1.2,116,0,44.414302,8.912992,0,7.2,2
1259,7.4,10.2258,0,116,0,44.414305,8.912988,0,4.68,1.3
1260,7.4,10.2258,0,116,0,44.414305,8.912989,0,1.44,0.4
1261,7.4,10.2258,0,115,68,44.41425,8.912852,0,0,0
1262,7.4,10.229,0,116,76,44.414228,8.912787,0.291871,0.36,0.1
1263,7.4,10.2364,0,118,84,44.414201,8.912711,1.177888,1.44,0.4
1264,7.4,10.245,1.8,122,97,44.414169,8.912625,11.3200971,2.16,0.6
1265,7.4,10.2537,2.3,124,100,44.414131,8.912532,21.01594862,3.24,0.9
1266,8,10.2627,2.8,128,101,44.414093,8.912436,24.98479031,3.24,0.9
1267,8.2,10.2717,2.7,130,95,44.414054,8.912339,24.19115079,3.24,0.9
1268,8.4,10.2811,1.6,133,98,44.41401,8.912238,15.45723054,3.24,0.9
1269,8.4,10.2912,1.5,135,102,44.413965,8.912134,14.66294631,3.24,0.9
1270,8.6,10.3011,1.5,138,104,44.413921,8.912028,288.0364144,34.2,9.5
1271,8.8,10.311,1,140,104,44.413875,8.911918,257.1191351,34.92,9.7
1272,9,10.3211,0.5,143,105,44.413828,8.911807,224.7931571,35.64,9.9
1273,8.8,10.331,-0.5,144,105,44.413779,8.911697,141.8879986,36,10
1274,8.8,10.3411,0,146,105,44.413729,8.911585,186.0328,36,10
1275,8.6,10.3511,1,147,86,44.413676,8.911477,274.3169733,36,10
1276,9,10.3608,1.6,149,86,44.413624,8.91137,327.275106,36,10
1277,9.2,10.3704,1.6,149,86,44.413573,8.911265,320.920386,35.64,9.9
1278,9.4,10.3798,-0.5,149,0,44.413524,8.91116,0,35.28,9.8
1279,9.2,10.3889,-1.7,149,0,44.413475,8.911058,0,34.56,9.6
1280,8.8,10.3979,-2.9,149,0,44.413428,8.910956,0,33.84,9.4
1281,8.6,10.4063,-2.6,148,0,44.413382,8.91086,0,32.76,9.1
1282,8.4,10.4137,-2.9,147,0,44.413341,8.910772,0,31.32,8.7
1283,8.4,10.4201,-2.4,147,0,44.413305,8.910695,0,29.16,8.1
1284,8,10.4258,-2.6,146,0,44.413276,8.910631,0,26.64,7.4
1285,8,10.4315,-2.6,145,0,44.41325,8.910569,0,24.12,6.7
1286,7.8,10.4371,-0.9,144,65,44.413222,8.910508,6.32999776,22.32,6.2
1287,7.8,10.4429,-0.8,144,65,44.413194,8.910449,6.67879052,20.88,5.8
1288,7.8,10.4488,0,144,68,44.413164,8.91039,45.795567,20.52,5.7
1289,7.8,10.4559,0,144,73,44.41313,8.910325,51.50688,21.6,6
1290,7.8,10.4644,-0.6,144,83,44.413092,8.91025,29.51324968,23.76,6.6
1291,7.8,10.4729,-0.6,145,96,44.413046,8.910169,41.53395238,25.92,7.2
1292,7.6,10.4819,0.5,146,102,44.412995,8.910083,131.7387981,28.08,7.8
1293,7.6,10.4913,1.1,147,107,44.412941,8.909995,203.7651583,30.6,8.5
1294,8,10.5009,2.6,148,109,44.412881,8.909906,347.1954349,32.4,9
1295,8.2,10.5104,3.6,149,111,44.412816,8.909817,441.2518233,33.12,9.2
1296,8.6,10.5204,2.5,151,107,44.412746,8.909733,371.8552043,34.2,9.5
1297,9,10.5303,2.5,152,104,44.412671,8.909653,385.511301,34.92,9.7
1298,9,10.5405,1.5,154,104,44.412598,8.909575,306.0096312,35.28,9.8
1299,9.2,10.5506,0.5,156,106,44.412522,8.909498,224.7931571,35.64,9.9
1300,9.2,10.5609,0.5,157,106,44.412444,8.909426,235.654407,36.36,10.1
1301,9.2,10.571,0.5,158,106,44.412367,8.909354,235.654407,36.36,10.1
1302,9.2,10.5812,1,160,105,44.41229,8.909286,286.2495088,36.72,10.2
1303,9.4,10.5913,1,161,106,44.412212,8.909217,286.2495088,36.72,10.2
1304,9.6,10.6017,0.5,162,106,44.412135,8.909144,241.2266289,36.72,10.2
1305,9.6,10.6122,0,163,107,44.412057,8.90907,201.426079,37.08,10.3
1306,9.4,10.623,-0.9,164,107,44.411977,8.908994,124.1118048,37.44,10.4
1307,9.4,10.6338,-1.8,165,107,44.411893,8.908916,45.32373643,37.8,10.5
1308,9.2,10.6454,-3,166,0,44.411808,8.908835,0,38.88,10.8
1309,8.8,10.6574,-4.5,166,0,44.411719,8.908749,0,39.96,11.1
1310,8,10.6696,-4.8,166,0,44.411629,8.908661,0,41.4,11.5
1311,7.2,10.6822,-5.1,166,0,44.411538,8.90857,0,42.48,11.8
1312,6.8,10.6952,-4.7,165,0,44.411446,8.908475,0,44.28,12.3
1313,6.2,10.708,-4.3,164,0,44.411356,8.908381,0,45,12.5
1314,5.6,10.7207,-4.4,164,0,44.411266,8.908287,0,45.72,12.7
1315,5,10.7332,-3.6,162,0,44.411168,8.908193,0,45.72,12.7
1316,4.6,10.7455,-2.8,161,130,44.411067,8.908099,44.13742959,45.72,12.7
1317,4.4,10.7578,-1.7,160,129,44.410958,8.908005,154.9061276,45,12.5
1318,4.2,10.7699,-0.4,160,128,44.410845,8.907963,291.1411581,44.64,12.4
1319,4.2,10.7814,0.9,159,122,44.410746,8.907912,409.0668028,43.56,12.1
1320,4.4,10.7918,1.9,159,112,44.410651,8.907858,481.3903351,42.12,11.7
1321,4.8,10.8021,2.6,159,108,44.410559,8.90783,518.4544022,40.68,11.3
1322,5,10.8114,2.7,159,101,44.410478,8.90779,478.2728419,38.52,10.7
1323,5.2,10.8206,2.2,159,98,44.410396,8.907774,387.1948895,36.36,10.1
1324,5.4,10.8294,2.3,159,92,44.410325,8.907746,361.7025026,34.56,9.6
1325,5.6,10.8377,2.4,160,86,44.410259,8.907706,343.9221896,33.12,9.2
1326,5.8,10.8456,3.1,160,84,44.410192,8.907662,366.7486015,31.32,8.7
1327,6,10.8535,3.8,160,82,44.410128,8.907619,399.1737566,30.24,8.4
1328,6.4,10.8612,3.8,161,81,44.410065,8.907577,378.64159,29.16,8.1
1329,6.8,10.869,3.2,161,81,44.41,8.907533,323.5671748,28.44,7.9
1330,7,10.8769,2.5,161,82,44.409938,8.907497,269.4112441,28.08,7.8
1331,7,10.8848,1.9,162,82,44.409876,8.907462,228.1245961,28.08,7.8
1332,7.2,10.8927,2.6,162,83,44.409817,8.907422,276.2905903,28.08,7.8
1333,7.4,10.9005,3.9,163,82,44.40976,8.907374,372.2935615,28.44,7.9
1334,7.8,10.9081,4,163,79,44.409703,8.907319,372.5334876,28.08,7.8
1335,8.2,10.9154,4.7,163,78,44.409646,8.907267,413.3355208,27.72,7.7
1336,8.4,10.9229,3.4,164,77,44.409591,8.90722,319.1437044,27.36,7.6
1337,8.8,10.93,2.8,164,77,44.409538,8.90717,273.5020359,27,7.5
1338,8.8,10.9372,2.8,164,76,44.409487,8.907117,262.8250983,26.28,7.3
1339,9,10.9444,1.4,164,74,44.409443,8.907057,172.6606366,26.28,7.3
1340,9.2,10.9515,2.1,164,73,44.409396,8.906994,213.1354823,25.92,7.2
1341,9.2,10.9584,2.9,164,73,44.409347,8.906931,258.6825572,25.56,7.1
1342,9.4,10.9656,3.7,164,73,44.409301,8.90687,308.7437857,25.56,7.1
1343,9.8,10.9723,4.4,164,72,44.409252,8.906809,345.9994939,25.2,7
1344,10.2,10.9788,4.5,165,70,44.409202,8.906755,345.6275385,24.84,6.9
1345,10.4,10.9854,3.1,164,68,44.409153,8.906707,255.3011153,24.48,6.8
1346,10.6,10.992,1.5,165,68,44.409102,8.906663,155.5679872,24.12,6.7
1347,10.6,10.9985,0.8,164,68,44.40905,8.906626,111.0908277,23.76,6.6
1348,10.6,11.0052,0.8,165,68,44.408996,8.906592,111.0908277,23.76,6.6
1349,10.6,11.0117,1.5,165,68,44.408942,8.90656,151.8709669,23.76,6.6
1350,10.8,11.0183,2.3,165,68,44.408884,8.906534,198.4596505,23.76,6.6
1351,11,11.025,3,165,69,44.408824,8.906512,239.2029972,23.76,6.6
1352,11.2,11.0318,2.2,164,70,44.40876,8.906495,196.9520454,24.12,6.7
1353,11.4,11.0386,1.4,165,71,44.408696,8.906478,149.6546974,24.12,6.7
1354,11.4,11.0457,0.7,164,73,44.408633,8.906464,111.3089237,24.48,6.8
1355,11.4,11.0528,-0.7,164,74,44.408568,8.906446,29.14044015,24.84,6.9
1356,11.4,11.0601,-0.7,164,76,44.408503,8.90643,31.08673536,25.2,7
1357,11.2,11.0676,-0.7,164,76,44.408436,8.906412,35.1773438,25.92,7.2
1358,11.2,11.0752,-0.7,164,79,44.408368,8.906392,37.32352902,26.28,7.3
1359,11.2,11.0828,0,163,79,44.4083,8.906378,85.271828,26.64,7.4
1360,11.2,11.0908,0,163,81,44.408228,8.90636,91.146496,27.36,7.6
1361,11.2,11.0988,0,163,83,44.408159,8.906341,94.190327,27.72,7.7
1362,11.2,11.1068,0,162,84,44.408087,8.90632,97.306404,28.08,7.8
1363,11.2,11.1149,0.6,162,84,44.408018,8.9063,142.343968,28.44,7.9
1364,11.2,11.123,1.2,162,85,44.407951,8.906273,188.5097109,28.8,8
1365,11.4,11.1311,1.2,161,85,44.407881,8.906237,192.9075253,29.16,8.1
1366,11.6,11.1393,1.2,161,84,44.407813,8.906197,192.9075253,29.16,8.1
1367,11.6,11.1474,1.2,160,85,44.407746,8.906148,192.9075253,29.16,8.1
1368,11.6,11.1556,0.6,160,84,44.407688,8.906083,150.0052267,29.16,8.1
1369,11.8,11.1636,0.6,159,84,44.407637,8.906006,150.0052267,29.16,8.1
1370,11.8,11.1715,1.3,158,83,44.407596,8.905921,200.0570526,29.16,8.1
1371,11.8,11.1795,0.6,158,83,44.407563,8.905829,146.1370704,28.8,8
1372,12,11.1874,0,157,83,44.407532,8.905734,103.75904,28.8,8
1373,12,11.1954,-0.6,157,82,44.407502,8.90564,61.38019598,28.8,8
1374,11.8,11.2034,-1.2,156,83,44.407476,8.905543,19.00511476,28.8,8
1375,11.6,11.2117,-0.5,156,83,44.407455,8.905447,68.44319892,28.8,8
1376,11.6,11.2197,0.5,155,84,44.407434,8.905349,139.074316,28.8,8
1377,11.8,11.2395,1,155,84,44.407386,8.905159,210.3366965,31.68,8.8
1378,12,11.2441,1,154,85,44.407362,8.905066,178.6076514,29.16,8.1
1379,12,11.2522,1.4,154,86,44.407338,8.904973,207.2062782,29.16,8.1
1380,12,11.2606,0,154,86,44.407319,8.90488,110.511892,29.52,8.2
1381,12.2,11.2689,0,154,86,44.407304,8.904788,110.511892,29.52,8.2
1382,12,11.2772,0,153,87,44.407292,8.904693,88.173975,27,7.5
1383,12,11.2857,0,153,87,44.407282,8.904596,114.003239,29.88,8.3
1384,12,11.2968,0,153,88,44.407287,8.904507,136.619183,32.04,8.9
1385,12.2,11.3026,0,153,89,44.407284,8.904424,117.572448,30.24,8.4
1386,12,11.3113,0,152,89,44.407301,8.904344,121.220455,30.6,8.5
1387,12,11.32,-0.6,151,90,44.407308,8.904275,79.39093867,30.96,8.6
1388,12,11.3286,-0.6,151,91,44.4073,8.904208,79.39093867,30.96,8.6
1389,12,11.3375,-0.6,150,91,44.407295,8.904126,64.18889143,29.16,8.1
1390,11.8,11.3463,-0.6,150,91,44.407277,8.904021,82.66961412,31.32,8.7
1391,11.8,11.3551,-0.6,150,92,44.407251,8.903948,86.02989557,31.68,8.8
1392,11.8,11.3639,0,150,92,44.407217,8.903868,132.646624,31.68,8.8
1393,11.8,11.3726,0,149,92,44.407183,8.903783,132.646624,31.68,8.8
1394,11.8,11.3813,0,148,92,44.407144,8.903697,132.646624,31.68,8.8
1395,11.8,11.3902,0,148,92,44.407102,8.903621,132.646624,31.68,8.8
1396,11.8,11.399,0,147,82,44.407014,8.903505,132.646624,31.68,8.8
1397,11.8,11.4079,-0.6,146,82,44.406941,8.903426,86.02989557,31.68,8.8
1398,11.8,11.4167,-1.1,146,82,44.406844,8.903266,47.1855701,31.68,8.8
1399,11.6,11.4254,-1.1,144,0,44.406778,8.903112,0,31.68,8.8
1400,11.4,11.434,-1.1,142,0,44.406749,8.903002,0,31.68,8.8
1401,11.4,11.443,-1.1,141,0,44.406707,8.902887,0,31.68,8.8
1402,11.4,11.4517,-1.1,138,0,44.40667,8.90273,0,31.68,8.8
1403,11.2,11.4605,-1.1,136,0,44.406667,8.902604,0,31.68,8.8
1404,11,11.4696,-1.6,134,0,44.406677,8.90248,0,31.68,8.8
1405,11,11.4786,-1.6,131,0,44.406702,8.902365,0,32.04,8.9
1406,10.8,11.4882,-1.5,130,0,44.406737,8.90226,0,32.4,9
1407,10.6,11.4984,-2.4,129,0,44.40677,8.902142,0,33.48,9.3
1408,10.4,11.5091,-2.7,128,0,44.406805,8.902016,0,34.92,9.7
1409,10,11.5204,-3.1,127,0,44.406839,8.901884,0,36.72,10.2
1410,9.6,11.532,-3.4,126,0,44.406872,8.901742,0,38.52,10.7
1411,9.2,11.5439,-3.4,124,0,44.406907,8.901592,0,39.96,11.1
1412,8.8,11.5558,-3.9,121,0,44.406946,8.901447,0,41.4,11.5
1413,8.4,11.5669,-4.5,119,0,44.406987,8.901309,0,41.76,11.6
1414,7.8,11.5776,-4.7,118,0,44.407028,8.901177,0,41.04,11.4
1415,7.2,11.5881,-4.7,116,0,44.407071,8.90104,0,40.32,11.2
1416,6.8,11.5987,-3.8,116,108,44.407106,8.900913,0,39.6,11
1417,6.4,11.6092,-2.9,117,109,44.407114,8.900767,0,38.52,10.7
1418,6.2,11.6195,-2.4,118,107,44.407122,8.900632,0,37.8,10.5
1419,6,11.6297,-1.5,119,105,44.407139,8.900504,69.02887526,37.44,10.4
1420,5.8,11.6397,-1,120,104,44.407161,8.900381,110.4904707,37.08,10.3
1421,5.8,11.6495,-0.5,121,103,44.407188,8.900258,151.1719546,36.72,10.2
1422,5.8,11.6593,0,122,99,44.40721,8.900138,186.0328,36,10
1423,5.8,11.6686,0,123,98,44.407223,8.900025,176.241044,35.28,9.8
1424,5.8,11.6778,0,124,96,44.407238,8.899913,166.816896,34.56,9.6
1425,5.8,11.6871,0.5,124,95,44.40725,8.8998,204.1772253,34.2,9.5
1426,5.8,11.6962,1.1,125,94,44.407263,8.899691,243.6671756,33.48,9.3
1427,6,11.705,0,126,93,44.407274,8.899583,144.815671,32.76,9.1
1428,6.2,11.7137,-0.6,126,90,44.407281,8.899476,92.99902047,32.4,9
1429,5.8,11.7227,-1.7,127,90,44.407289,8.899367,5.607361884,32.4,9
1430,5.6,11.7315,-1.7,128,91,44.407299,8.899258,3.052078863,32.04,8.9
1431,5.4,11.7405,0.6,130,92,44.407312,8.899149,183.7647418,32.04,8.9
1432,5.6,11.7494,1.7,131,92,44.407332,8.899043,270.1790218,32.04,8.9
1433,6,11.7584,1.1,132,92,44.407349,8.898934,223.048343,32.04,8.9
1434,6.2,11.7672,-0.6,133,91,44.407365,8.898825,89.47271902,32.04,8.9
1435,5.8,11.7761,-1.7,133,91,44.407381,8.898715,3.052078863,32.04,8.9
1436,5.4,11.7851,-1.7,134,93,44.407398,8.898604,3.052078863,32.04,8.9
1437,5.4,11.7941,-0.6,134,93,44.407415,8.898494,89.47271902,32.04,8.9
1438,5.6,11.803,1.1,134,93,44.407434,8.898383,223.048343,32.04,8.9
1439,5.6,11.8121,1.7,134,93,44.407455,8.898272,275.7357312,32.4,9
1440,5.8,11.8211,1.7,134,93,44.407473,8.898163,275.7357312,32.4,9
1441,6,11.8303,2.2,134,62,44.407488,8.898053,315.4409791,32.4,9
1442,6.2,11.8393,1.1,135,92,44.407503,8.897947,228.0754941,32.4,9
1443,6.4,11.8483,0,135,92,44.407518,8.89783,144.815671,32.76,9.1
1444,6.2,11.8571,-1.1,135,91,44.407526,8.897713,53.27186942,32.4,9
1445,6,11.866,-1.7,135,92,44.407537,8.897601,5.607361884,32.4,9
1446,5.8,11.875,-1.1,136,92,44.407553,8.897494,50.18698076,32.04,8.9
1447,5.8,11.8839,0,136,92,44.407574,8.897387,136.619183,32.04,8.9
1448,5.8,11.8929,0.6,137,92,44.407595,8.897279,183.7647418,32.04,8.9
1449,6,11.9018,1.1,137,92,44.407622,8.897174,223.048343,32.04,8.9
1450,6,11.9105,1.7,138,90,44.40765,8.897069,270.1790218,32.04,8.9
1451,6.2,11.9193,1.2,139,90,44.407677,8.896966,230.9043043,32.04,8.9
1452,6.4,11.9279,1.7,140,90,44.407703,8.896863,264.7057905,31.68,8.8
1453,6.4,11.9365,0.6,140,89,44.407731,8.896759,174.842715,31.32,8.7
1454,6.6,11.9449,-1.2,141,88,44.407758,8.896656,33.83772637,30.96,8.6
1455,6.4,11.9534,-1.8,142,87,44.407784,8.896554,0,30.96,8.6
1456,6,11.9618,-3,143,86,44.40781,8.896454,0,30.6,8.5
1457,5.8,11.9702,-3,143,86,44.407836,8.896354,0,30.6,8.5
1458,5.6,11.9787,-1.2,143,87,44.407861,8.896255,28.5808265,30.24,8.4
1459,5.4,11.9872,-0.6,143,87,44.407886,8.896153,76.19293322,30.6,8.5
1460,5.6,11.9954,-0.6,143,87,44.40791,8.896052,73.07466177,30.24,8.4
1461,5.6,12.0039,0,143,86,44.407938,8.895954,117.572448,30.24,8.4
1462,5.4,12.0123,0,144,87,44.407966,8.895858,117.572448,30.24,8.4
1463,5.4,12.0206,0.6,144,87,44.407994,8.895762,162.0693799,30.24,8.4
1464,5.6,12.029,1.2,144,87,44.408021,8.895665,206.5606524,30.24,8.4
1465,5.8,12.0375,0.6,145,86,44.408049,8.895571,162.0693799,30.24,8.4
1466,5.8,12.0457,0,145,86,44.408076,8.895476,117.572448,30.24,8.4
1467,5.6,12.054,-1.2,145,85,44.408102,8.89538,26.07104156,29.88,8.3
1468,5.6,12.0623,-1.2,145,85,44.408123,8.895283,26.07104156,29.88,8.3
1469,5.4,12.0705,-0.6,145,85,44.408146,8.895185,70.03518832,29.88,8.3
