velocity,moving1,heartrate,grade,lat,lon
8.80E+00,9.20E+01,1.41E+02,0.00E+00,4.44E+01,8.89E+00
8.80E+00,9.00E+01,1.41E+02,0.00E+00,4.44E+01,8.89E+00
8.70E+00,8.90E+01,1.43E+02,0.00E+00,4.44E+01,8.89E+00
8.70E+00,9.00E+01,1.43E+02,0.00E+00,4.44E+01,8.89E+00
8.70E+00,8.90E+01,1.43E+02,0.00E+00,4.44E+01,8.89E+00
8.60E+00,8.90E+01,1.46E+02,0.00E+00,4.44E+01,8.89E+00
8.40E+00,8.60E+01,1.46E+02,0.00E+00,4.44E+01,8.89E+00
8.30E+00,4.70E+01,1.45E+02,0.00E+00,4.44E+01,8.89E+00
8.30E+00,8.90E+01,1.48E+02,0.00E+00,4.44E+01,8.89E+00
8.90E+00,9.10E+01,1.56E+02,0.00E+00,4.44E+01,8.89E+00
9.00E+00,9.20E+01,1.56E+02,0.00E+00,4.44E+01,8.89E+00
9.00E+00,9.30E+01,1.57E+02,0.00E+00,4.44E+01,8.89E+00
9.00E+00,9.30E+01,1.57E+02,0.00E+00,4.44E+01,8.89E+00
8.70E+00,9.00E+01,1.57E+02,0.00E+00,4.44E+01,8.88E+00
7.50E+00,7.90E+01,1.68E+02,0.00E+00,4.44E+01,8.88E+00
7.70E+00,8.10E+01,1.67E+02,0.00E+00,4.44E+01,8.88E+00
7.80E+00,8.30E+01,1.67E+02,0.00E+00,4.44E+01,8.88E+00
8.10E+00,8.40E+01,1.65E+02,0.00E+00,4.44E+01,8.88E+00
8.10E+00,8.40E+01,1.64E+02,0.00E+00,4.44E+01,8.88E+00
8.10E+00,8.30E+01,1.64E+02,0.00E+00,4.44E+01,8.88E+00
8.10E+00,8.30E+01,1.64E+02,0.00E+00,4.44E+01,8.88E+00
8.00E+00,8.20E+01,1.64E+02,0.00E+00,4.44E+01,8.88E+00
8.20E+00,8.40E+01,1.62E+02,0.00E+00,4.44E+01,8.88E+00
8.20E+00,8.50E+01,1.62E+02,0.00E+00,4.44E+01,8.88E+00
8.20E+00,8.50E+01,1.62E+02,0.00E+00,4.44E+01,8.88E+00
8.20E+00,8.50E+01,1.62E+02,0.00E+00,4.44E+01,8.88E+00
8.20E+00,8.60E+01,1.62E+02,0.00E+00,4.44E+01,8.88E+00
8.20E+00,8.60E+01,1.62E+02,0.00E+00,4.44E+01,8.88E+00
8.50E+00,8.80E+01,1.59E+02,0.00E+00,4.44E+01,8.88E+00
8.60E+00,8.80E+01,1.59E+02,0.00E+00,4.44E+01,8.88E+00
8.60E+00,8.80E+01,1.57E+02,0.00E+00,4.44E+01,8.88E+00
8.50E+00,8.80E+01,1.57E+02,0.00E+00,4.44E+01,8.88E+00
8.50E+00,8.70E+01,1.57E+02,0.00E+00,4.44E+01,8.88E+00
8.60E+00,8.90E+01,1.57E+02,0.00E+00,4.44E+01,8.88E+00
8.60E+00,8.80E+01,1.57E+02,0.00E+00,4.44E+01,8.88E+00
8.60E+00,8.90E+01,1.56E+02,0.00E+00,4.44E+01,8.87E+00
8.60E+00,8.90E+01,1.55E+02,0.00E+00,4.44E+01,8.87E+00
1.00E+01,8.90E+01,1.38E+02,0.00E+00,4.44E+01,8.87E+00
9.90E+00,8.90E+01,1.38E+02,0.00E+00,4.44E+01,8.87E+00
9.60E+00,8.70E+01,1.38E+02,0.00E+00,4.44E+01,8.87E+00
9.50E+00,8.60E+01,1.39E+02,0.00E+00,4.44E+01,8.87E+00
9.50E+00,8.60E+01,1.38E+02,0.00E+00,4.44E+01,8.87E+00
9.50E+00,8.50E+01,1.38E+02,0.00E+00,4.44E+01,8.87E+00
1.09E+01,1.03E+02,1.28E+02,0.00E+00,4.44E+01,8.87E+00
5.30E+00,6.40E+01,1.32E+02,0.00E+00,4.44E+01,8.87E+00
5.70E+00,2.80E+01,1.33E+02,0.00E+00,4.44E+01,8.87E+00
9.30E+00,9.50E+01,1.52E+02,0.00E+00,4.44E+01,8.86E+00
9.30E+00,9.60E+01,1.52E+02,0.00E+00,4.44E+01,8.86E+00
9.50E+00,9.70E+01,1.52E+02,0.00E+00,4.44E+01,8.86E+00
9.50E+00,9.70E+01,1.52E+02,0.00E+00,4.44E+01,8.86E+00
9.50E+00,9.80E+01,1.52E+02,0.00E+00,4.44E+01,8.86E+00
9.60E+00,9.90E+01,1.52E+02,0.00E+00,4.44E+01,8.86E+00
9.50E+00,9.80E+01,1.52E+02,0.00E+00,4.44E+01,8.86E+00
9.60E+00,9.80E+01,1.52E+02,0.00E+00,4.44E+01,8.86E+00
9.50E+00,9.70E+01,1.48E+02,0.00E+00,4.44E+01,8.86E+00
9.60E+00,9.80E+01,1.47E+02,0.00E+00,4.44E+01,8.86E+00
9.60E+00,9.70E+01,1.47E+02,0.00E+00,4.44E+01,8.86E+00
9.60E+00,9.60E+01,1.46E+02,0.00E+00,4.44E+01,8.86E+00
9.50E+00,9.70E+01,1.45E+02,0.00E+00,4.44E+01,8.86E+00
9.70E+00,8.40E+01,1.41E+02,0.00E+00,4.44E+01,8.86E+00
9.60E+00,8.40E+01,1.40E+02,0.00E+00,4.44E+01,8.86E+00
9.40E+00,8.40E+01,1.40E+02,0.00E+00,4.44E+01,8.86E+00
9.20E+00,0.00E+00,1.39E+02,0.00E+00,4.44E+01,8.86E+00
8.90E+00,0.00E+00,1.39E+02,0.00E+00,4.44E+01,8.86E+00
7.00E+00,6.90E+01,1.31E+02,0.00E+00,4.44E+01,8.86E+00
8.40E+00,8.90E+01,1.29E+02,0.00E+00,4.44E+01,8.86E+00
8.60E+00,8.90E+01,1.30E+02,0.00E+00,4.44E+01,8.86E+00
8.70E+00,9.00E+01,1.32E+02,0.00E+00,4.44E+01,8.86E+00
8.80E+00,9.20E+01,1.33E+02,0.00E+00,4.44E+01,8.86E+00
8.90E+00,9.30E+01,1.34E+02,0.00E+00,4.44E+01,8.86E+00
9.10E+00,9.30E+01,1.36E+02,0.00E+00,4.44E+01,8.86E+00
9.20E+00,9.40E+01,1.37E+02,0.00E+00,4.44E+01,8.86E+00
9.20E+00,9.40E+01,1.38E+02,0.00E+00,4.44E+01,8.86E+00
9.30E+00,9.40E+01,1.44E+02,0.00E+00,4.44E+01,8.86E+00
9.20E+00,9.30E+01,1.45E+02,0.00E+00,4.44E+01,8.86E+00
9.10E+00,9.30E+01,1.46E+02,0.00E+00,4.44E+01,8.86E+00
9.10E+00,9.30E+01,1.46E+02,0.00E+00,4.44E+01,8.86E+00
9.20E+00,9.30E+01,1.46E+02,0.00E+00,4.44E+01,8.86E+00
9.20E+00,9.40E+01,1.46E+02,0.00E+00,4.44E+01,8.86E+00
9.20E+00,9.30E+01,1.46E+02,0.00E+00,4.44E+01,8.86E+00
9.10E+00,9.20E+01,1.46E+02,0.00E+00,4.44E+01,8.85E+00
9.10E+00,9.20E+01,1.46E+02,0.00E+00,4.44E+01,8.85E+00
8.60E+00,8.60E+01,1.50E+02,0.00E+00,4.44E+01,8.85E+00
8.40E+00,8.70E+01,1.53E+02,0.00E+00,4.44E+01,8.85E+00
8.40E+00,7.80E+01,1.55E+02,0.00E+00,4.44E+01,8.85E+00
8.40E+00,9.50E+01,1.53E+02,0.00E+00,4.44E+01,8.85E+00
8.50E+00,9.50E+01,1.58E+02,0.00E+00,4.44E+01,8.85E+00
8.50E+00,9.70E+01,1.57E+02,0.00E+00,4.44E+01,8.85E+00
8.50E+00,9.60E+01,1.57E+02,0.00E+00,4.44E+01,8.85E+00
8.30E+00,4.20E+01,1.57E+02,0.00E+00,4.44E+01,8.85E+00
8.10E+00,9.10E+01,1.55E+02,0.00E+00,4.44E+01,8.85E+00
8.00E+00,9.00E+01,1.55E+02,0.00E+00,4.44E+01,8.85E+00
8.00E+00,9.00E+01,1.55E+02,0.00E+00,4.44E+01,8.85E+00
7.90E+00,8.90E+01,1.55E+02,0.00E+00,4.44E+01,8.85E+00
7.90E+00,9.10E+01,1.53E+02,0.00E+00,4.44E+01,8.85E+00
8.00E+00,9.20E+01,1.53E+02,0.00E+00,4.44E+01,8.85E+00
6.80E+00,7.60E+01,1.49E+02,0.00E+00,4.44E+01,8.85E+00
6.70E+00,7.80E+01,1.48E+02,0.00E+00,4.44E+01,8.85E+00
6.80E+00,8.20E+01,1.47E+02,0.00E+00,4.44E+01,8.85E+00
8.00E+00,9.40E+01,1.44E+02,0.00E+00,4.44E+01,8.85E+00
8.50E+00,9.80E+01,1.50E+02,0.00E+00,4.44E+01,8.84E+00
8.60E+00,9.80E+01,1.50E+02,0.00E+00,4.44E+01,8.84E+00
8.50E+00,9.70E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.40E+00,9.60E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.40E+00,9.60E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.40E+00,9.70E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.50E+00,9.80E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.60E+00,9.90E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.70E+00,9.90E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.40E+00,9.50E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.10E+00,9.10E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.00E+00,9.10E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.00E+00,9.20E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.00E+00,9.30E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.10E+00,9.20E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.00E+00,9.20E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.10E+00,9.30E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.10E+00,9.40E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.10E+00,9.50E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.20E+00,9.60E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.30E+00,9.70E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.40E+00,9.70E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.40E+00,9.70E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.40E+00,9.80E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.40E+00,9.70E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.50E+00,9.70E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.50E+00,9.70E+01,1.53E+02,0.00E+00,4.44E+01,8.84E+00
8.50E+00,9.80E+01,1.53E+02,0.00E+00,4.44E+01,8.84E+00
8.50E+00,9.70E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.50E+00,9.90E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.70E+00,9.90E+01,1.50E+02,0.00E+00,4.44E+01,8.84E+00
8.70E+00,9.90E+01,1.50E+02,0.00E+00,4.44E+01,8.84E+00
8.70E+00,9.90E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.70E+00,9.80E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.60E+00,9.60E+01,1.51E+02,0.00E+00,4.44E+01,8.84E+00
8.40E+00,9.90E+01,1.45E+02,0.00E+00,4.44E+01,8.84E+00
9.40E+00,9.70E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
9.40E+00,9.70E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
9.20E+00,9.40E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
9.20E+00,8.20E+01,1.52E+02,0.00E+00,4.44E+01,8.84E+00
8.00E-01,0.00E+00,1.41E+02,0.00E+00,4.44E+01,8.84E+00
0.00E+00,0.00E+00,1.19E+02,0.00E+00,4.44E+01,8.84E+00
7.50E+00,9.00E+01,1.34E+02,0.00E+00,4.44E+01,8.83E+00
7.80E+00,9.20E+01,1.36E+02,0.00E+00,4.44E+01,8.83E+00
8.50E+00,9.90E+01,1.43E+02,0.00E+00,4.44E+01,8.83E+00
8.90E+00,1.03E+02,1.46E+02,0.00E+00,4.44E+01,8.83E+00
8.90E+00,1.01E+02,1.49E+02,0.00E+00,4.44E+01,8.83E+00
8.80E+00,1.02E+02,1.49E+02,0.00E+00,4.44E+01,8.83E+00
8.90E+00,1.02E+02,1.49E+02,0.00E+00,4.44E+01,8.83E+00
8.90E+00,1.04E+02,1.49E+02,0.00E+00,4.44E+01,8.83E+00
8.90E+00,1.03E+02,1.49E+02,0.00E+00,4.44E+01,8.83E+00
9.00E+00,1.04E+02,1.49E+02,0.00E+00,4.44E+01,8.83E+00
9.00E+00,1.04E+02,1.49E+02,0.00E+00,4.44E+01,8.83E+00
9.00E+00,1.04E+02,1.49E+02,0.00E+00,4.44E+01,8.83E+00
9.10E+00,1.04E+02,1.48E+02,0.00E+00,4.44E+01,8.83E+00
9.10E+00,1.06E+02,1.48E+02,0.00E+00,4.44E+01,8.83E+00
9.20E+00,1.07E+02,1.48E+02,0.00E+00,4.44E+01,8.83E+00
9.20E+00,1.07E+02,1.48E+02,0.00E+00,4.44E+01,8.83E+00
9.30E+00,1.07E+02,1.48E+02,0.00E+00,4.44E+01,8.83E+00
9.20E+00,1.07E+02,1.48E+02,0.00E+00,4.44E+01,8.83E+00
9.20E+00,1.07E+02,1.48E+02,0.00E+00,4.44E+01,8.83E+00
9.10E+00,0.00E+00,1.47E+02,0.00E+00,4.44E+01,8.83E+00
8.90E+00,0.00E+00,1.46E+02,0.00E+00,4.44E+01,8.83E+00
8.70E+00,0.00E+00,1.45E+02,0.00E+00,4.44E+01,8.83E+00
8.50E+00,0.00E+00,1.45E+02,0.00E+00,4.44E+01,8.83E+00
0.00E+00,4.10E+01,1.01E+02,0.00E+00,4.44E+01,8.83E+00
8.80E+00,9.20E+01,1.55E+02,0.00E+00,4.44E+01,8.83E+00
8.90E+00,9.40E+01,1.57E+02,0.00E+00,4.44E+01,8.83E+00
9.10E+00,9.60E+01,1.58E+02,0.00E+00,4.44E+01,8.82E+00
9.20E+00,9.60E+01,1.58E+02,0.00E+00,4.44E+01,8.82E+00
9.30E+00,9.60E+01,1.58E+02,0.00E+00,4.44E+01,8.82E+00
9.30E+00,9.50E+01,1.57E+02,0.00E+00,4.44E+01,8.82E+00
9.30E+00,9.50E+01,1.57E+02,0.00E+00,4.44E+01,8.82E+00
1.10E+00,0.00E+00,1.50E+02,0.00E+00,4.44E+01,8.82E+00
1.50E+00,3.70E+01,1.49E+02,0.00E+00,4.44E+01,8.82E+00
8.20E+00,9.30E+01,1.57E+02,0.00E+00,4.44E+01,8.82E+00
8.20E+00,9.40E+01,1.58E+02,0.00E+00,4.44E+01,8.82E+00
8.20E+00,9.40E+01,1.58E+02,0.00E+00,4.44E+01,8.82E+00
8.40E+00,9.60E+01,1.59E+02,0.00E+00,4.44E+01,8.82E+00
8.40E+00,9.60E+01,1.59E+02,0.00E+00,4.44E+01,8.82E+00
8.40E+00,9.60E+01,1.59E+02,0.00E+00,4.44E+01,8.82E+00
8.50E+00,9.60E+01,1.60E+02,0.00E+00,4.44E+01,8.82E+00
8.50E+00,9.60E+01,1.60E+02,0.00E+00,4.44E+01,8.82E+00
8.60E+00,9.90E+01,1.59E+02,0.00E+00,4.44E+01,8.82E+00
8.70E+00,9.90E+01,1.59E+02,0.00E+00,4.44E+01,8.82E+00
8.70E+00,9.90E+01,1.58E+02,0.00E+00,4.44E+01,8.82E+00
8.80E+00,1.00E+02,1.58E+02,0.00E+00,4.44E+01,8.82E+00
9.00E+00,1.02E+02,1.54E+02,0.00E+00,4.44E+01,8.81E+00
9.00E+00,1.02E+02,1.54E+02,0.00E+00,4.44E+01,8.81E+00
8.80E+00,9.80E+01,1.55E+02,0.00E+00,4.44E+01,8.81E+00
8.80E+00,9.80E+01,1.55E+02,0.00E+00,4.44E+01,8.81E+00
8.50E+00,9.40E+01,1.56E+02,0.00E+00,4.44E+01,8.81E+00
8.40E+00,9.50E+01,1.56E+02,0.00E+00,4.44E+01,8.81E+00
8.40E+00,9.50E+01,1.56E+02,0.00E+00,4.44E+01,8.81E+00
8.40E+00,9.40E+01,1.55E+02,0.00E+00,4.44E+01,8.81E+00
8.30E+00,9.40E+01,1.54E+02,0.00E+00,4.44E+01,8.81E+00
8.30E+00,9.30E+01,1.54E+02,0.00E+00,4.44E+01,8.81E+00
5.30E+00,0.00E+00,1.63E+02,0.00E+00,4.44E+01,8.81E+00
3.70E+00,0.00E+00,1.61E+02,0.00E+00,4.44E+01,8.81E+00
8.80E+00,9.90E+01,1.48E+02,0.00E+00,4.44E+01,8.80E+00
8.70E+00,9.80E+01,1.49E+02,0.00E+00,4.44E+01,8.80E+00
8.60E+00,9.70E+01,1.51E+02,0.00E+00,4.44E+01,8.80E+00
8.50E+00,9.50E+01,1.52E+02,0.00E+00,4.44E+01,8.80E+00
8.30E+00,9.40E+01,1.53E+02,0.00E+00,4.44E+01,8.80E+00
9.00E+00,9.30E+01,1.53E+02,0.00E+00,4.44E+01,8.80E+00
8.30E+00,9.30E+01,1.53E+02,0.00E+00,4.44E+01,8.80E+00
8.20E+00,9.20E+01,1.54E+02,0.00E+00,4.44E+01,8.80E+00
8.20E+00,9.20E+01,1.54E+02,0.00E+00,4.44E+01,8.80E+00
8.10E+00,7.30E+01,1.54E+02,0.00E+00,4.44E+01,8.80E+00
7.20E+00,7.30E+01,1.54E+02,0.00E+00,4.44E+01,8.80E+00
7.50E+00,0.00E+00,1.52E+02,0.00E+00,4.44E+01,8.80E+00
7.30E+00,0.00E+00,1.51E+02,0.00E+00,4.44E+01,8.80E+00
7.10E+00,0.00E+00,1.49E+02,0.00E+00,4.44E+01,8.80E+00
9.80E+00,1.00E+02,1.51E+02,0.00E+00,4.44E+01,8.80E+00
9.80E+00,1.00E+02,1.52E+02,0.00E+00,4.44E+01,8.80E+00
9.80E+00,1.00E+02,1.52E+02,0.00E+00,4.44E+01,8.80E+00
9.70E+00,9.80E+01,1.53E+02,0.00E+00,4.44E+01,8.80E+00
9.60E+00,9.80E+01,1.54E+02,0.00E+00,4.44E+01,8.79E+00
9.60E+00,9.80E+01,1.55E+02,0.00E+00,4.44E+01,8.79E+00
9.50E+00,9.50E+01,1.55E+02,0.00E+00,4.44E+01,8.79E+00
9.50E+00,9.50E+01,1.55E+02,0.00E+00,4.44E+01,8.79E+00
9.30E+00,9.40E+01,1.55E+02,0.00E+00,4.44E+01,8.79E+00
9.30E+00,9.50E+01,1.56E+02,0.00E+00,4.44E+01,8.79E+00
9.20E+00,9.40E+01,1.56E+02,0.00E+00,4.44E+01,8.79E+00
9.20E+00,9.40E+01,1.57E+02,0.00E+00,4.44E+01,8.79E+00
9.10E+00,9.10E+01,1.59E+02,0.00E+00,4.44E+01,8.79E+00
9.00E+00,9.10E+01,1.59E+02,0.00E+00,4.44E+01,8.79E+00
8.50E+00,8.50E+01,1.58E+02,0.00E+00,4.44E+01,8.79E+00
8.30E+00,8.40E+01,1.57E+02,0.00E+00,4.44E+01,8.79E+00
5.20E+00,0.00E+00,1.50E+02,0.00E+00,4.44E+01,8.79E+00
5.30E+00,5.70E+01,1.49E+02,0.00E+00,4.44E+01,8.79E+00
5.60E+00,6.30E+01,1.48E+02,0.00E+00,4.44E+01,8.79E+00
5.90E+00,6.70E+01,1.47E+02,0.00E+00,4.44E+01,8.79E+00
8.10E+00,8.30E+01,1.48E+02,0.00E+00,4.44E+01,8.79E+00
8.60E+00,8.80E+01,1.49E+02,0.00E+00,4.44E+01,8.79E+00
8.60E+00,8.80E+01,1.49E+02,0.00E+00,4.44E+01,8.79E+00
8.70E+00,8.80E+01,1.49E+02,0.00E+00,4.44E+01,8.79E+00
8.60E+00,8.90E+01,1.48E+02,0.00E+00,4.44E+01,8.79E+00
8.60E+00,8.90E+01,1.48E+02,0.00E+00,4.44E+01,8.79E+00
8.60E+00,8.80E+01,1.48E+02,0.00E+00,4.44E+01,8.79E+00
8.60E+00,8.80E+01,1.48E+02,0.00E+00,4.44E+01,8.79E+00
8.50E+00,8.70E+01,1.46E+02,0.00E+00,4.44E+01,8.79E+00
8.50E+00,8.60E+01,1.46E+02,0.00E+00,4.44E+01,8.79E+00
8.50E+00,8.60E+01,1.46E+02,0.00E+00,4.44E+01,8.79E+00
8.60E+00,8.90E+01,1.45E+02,0.00E+00,4.44E+01,8.79E+00
8.50E+00,8.60E+01,1.44E+02,0.00E+00,4.44E+01,8.79E+00
8.50E+00,8.60E+01,1.43E+02,0.00E+00,4.44E+01,8.79E+00
8.60E+00,8.90E+01,1.42E+02,0.00E+00,4.44E+01,8.79E+00
8.70E+00,8.90E+01,1.43E+02,0.00E+00,4.44E+01,8.78E+00
8.70E+00,9.00E+01,1.43E+02,0.00E+00,4.44E+01,8.78E+00
8.80E+00,9.00E+01,1.43E+02,0.00E+00,4.44E+01,8.78E+00
8.80E+00,8.90E+01,1.44E+02,0.00E+00,4.44E+01,8.78E+00
8.80E+00,9.00E+01,1.44E+02,0.00E+00,4.44E+01,8.78E+00
8.80E+00,9.00E+01,1.45E+02,0.00E+00,4.44E+01,8.78E+00
8.80E+00,9.10E+01,1.45E+02,0.00E+00,4.44E+01,8.78E+00
8.80E+00,9.20E+01,1.45E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.20E+01,1.46E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.20E+01,1.46E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.20E+01,1.46E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.10E+01,1.47E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.10E+01,1.47E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.00E+01,1.48E+02,0.00E+00,4.44E+01,8.78E+00
8.80E+00,9.00E+01,1.49E+02,0.00E+00,4.44E+01,8.78E+00
8.70E+00,9.00E+01,1.49E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.10E+01,1.51E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.00E+01,1.51E+02,0.00E+00,4.44E+01,8.78E+00
8.80E+00,9.00E+01,1.51E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.00E+01,1.51E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.00E+01,1.49E+02,0.00E+00,4.44E+01,8.78E+00
8.80E+00,9.10E+01,1.49E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.20E+01,1.49E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.20E+01,1.50E+02,0.00E+00,4.44E+01,8.78E+00
9.00E+00,9.20E+01,1.50E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.20E+01,1.50E+02,0.00E+00,4.44E+01,8.78E+00
9.00E+00,9.10E+01,1.50E+02,0.00E+00,4.44E+01,8.78E+00
8.90E+00,9.10E+01,1.50E+02,0.00E+00,4.44E+01,8.78E+00
9.00E+00,9.20E+01,1.50E+02,0.00E+00,4.44E+01,8.78E+00
8.50E+00,8.60E+01,1.47E+02,0.00E+00,4.44E+01,8.78E+00
8.60E+00,8.80E+01,1.46E+02,0.00E+00,4.44E+01,8.78E+00
8.50E+00,8.80E+01,1.46E+02,0.00E+00,4.44E+01,8.78E+00
8.50E+00,8.80E+01,1.46E+02,0.00E+00,4.44E+01,8.78E+00
9.10E+00,9.30E+01,1.46E+02,0.00E+00,4.44E+01,8.78E+00
9.00E+00,9.20E+01,1.47E+02,0.00E+00,4.44E+01,8.78E+00
9.00E+00,9.20E+01,1.48E+02,0.00E+00,4.44E+01,8.78E+00
9.00E+00,9.20E+01,1.49E+02,0.00E+00,4.44E+01,8.78E+00
9.00E+00,9.30E+01,1.49E+02,0.00E+00,4.44E+01,8.78E+00
9.00E+00,9.30E+01,1.50E+02,0.00E+00,4.44E+01,8.78E+00
9.10E+00,9.30E+01,1.50E+02,0.00E+00,4.44E+01,8.78E+00
9.10E+00,9.40E+01,1.50E+02,0.00E+00,4.44E+01,8.78E+00
9.10E+00,9.40E+01,1.50E+02,0.00E+00,4.44E+01,8.78E+00
9.10E+00,9.40E+01,1.51E+02,0.00E+00,4.44E+01,8.78E+00
9.00E+00,9.20E+01,1.51E+02,0.00E+00,4.44E+01,8.77E+00
8.80E+00,9.20E+01,1.49E+02,0.00E+00,4.44E+01,8.77E+00
8.90E+00,9.20E+01,1.49E+02,0.00E+00,4.44E+01,8.77E+00
8.90E+00,9.20E+01,1.49E+02,0.00E+00,4.44E+01,8.77E+00
8.90E+00,9.30E+01,1.49E+02,0.00E+00,4.44E+01,8.77E+00
8.90E+00,9.40E+01,1.49E+02,0.00E+00,4.44E+01,8.77E+00
9.10E+00,9.40E+01,1.52E+02,0.00E+00,4.44E+01,8.77E+00
9.00E+00,9.30E+01,1.52E+02,0.00E+00,4.44E+01,8.77E+00
9.10E+00,9.30E+01,1.52E+02,0.00E+00,4.44E+01,8.77E+00
9.00E+00,9.30E+01,1.52E+02,0.00E+00,4.44E+01,8.77E+00
9.00E+00,9.20E+01,1.53E+02,0.00E+00,4.44E+01,8.77E+00
8.40E+00,8.50E+01,1.50E+02,0.00E+00,4.44E+01,8.77E+00
8.30E+00,8.40E+01,1.50E+02,0.00E+00,4.44E+01,8.77E+00
8.20E+00,8.40E+01,1.49E+02,0.00E+00,4.44E+01,8.77E+00
8.00E+00,8.40E+01,1.49E+02,0.00E+00,4.44E+01,8.77E+00
7.70E+00,0.00E+00,1.48E+02,0.00E+00,4.44E+01,8.77E+00
7.50E+00,0.00E+00,1.48E+02,0.00E+00,4.44E+01,8.77E+00
2.60E+00,3.80E+01,1.38E+02,0.00E+00,4.44E+01,8.77E+00
8.30E+00,8.70E+01,1.56E+02,0.00E+00,4.44E+01,8.77E+00
8.40E+00,8.80E+01,1.56E+02,0.00E+00,4.44E+01,8.77E+00
8.40E+00,9.00E+01,1.57E+02,0.00E+00,4.44E+01,8.77E+00
8.60E+00,9.00E+01,1.58E+02,0.00E+00,4.44E+01,8.77E+00
8.80E+00,9.20E+01,1.60E+02,0.00E+00,4.44E+01,8.77E+00
9.10E+00,9.50E+01,1.62E+02,0.00E+00,4.44E+01,8.77E+00
9.20E+00,9.40E+01,1.62E+02,0.00E+00,4.44E+01,8.77E+00
9.20E+00,9.40E+01,1.63E+02,0.00E+00,4.44E+01,8.77E+00
9.20E+00,9.40E+01,1.62E+02,0.00E+00,4.44E+01,8.77E+00
9.20E+00,9.50E+01,1.62E+02,0.00E+00,4.44E+01,8.77E+00
9.20E+00,9.50E+01,1.62E+02,0.00E+00,4.44E+01,8.77E+00
9.20E+00,9.50E+01,1.62E+02,0.00E+00,4.44E+01,8.77E+00
9.20E+00,9.50E+01,1.61E+02,0.00E+00,4.44E+01,8.77E+00
9.10E+00,9.40E+01,1.58E+02,0.00E+00,4.44E+01,8.77E+00
9.10E+00,9.40E+01,1.55E+02,0.00E+00,4.44E+01,8.76E+00
9.10E+00,9.30E+01,1.55E+02,0.00E+00,4.44E+01,8.76E+00
9.10E+00,9.30E+01,1.55E+02,0.00E+00,4.44E+01,8.76E+00
8.90E+00,9.10E+01,1.55E+02,0.00E+00,4.44E+01,8.76E+00
8.70E+00,8.90E+01,1.55E+02,0.00E+00,4.44E+01,8.76E+00
8.50E+00,8.80E+01,1.53E+02,0.00E+00,4.44E+01,8.76E+00
8.50E+00,8.80E+01,1.53E+02,0.00E+00,4.44E+01,8.76E+00
8.60E+00,8.90E+01,1.53E+02,0.00E+00,4.44E+01,8.76E+00
8.60E+00,9.00E+01,1.53E+02,0.00E+00,4.44E+01,8.76E+00
