time,altitude,distance,grade,heartrate,cadence,velocity,lat,long,power
1212,10.4,9.938,0.6,140,76,8.2,44.414909,8.91633,153.9493731
1213,10.4,9.9464,-0.6,139,76,8.3,44.414905,8.916223,70.03518832
1214,10.4,9.9547,-1.2,137,76,8.3,44.414912,8.916117,26.07104156
1215,10.2,9.9631,-1.2,135,76,8.3,44.41493,8.916013,26.07104156
1216,10,9.9714,-1.8,134,0,8.4,44.41495,8.915911,0
1217,10,9.9799,-1.8,132,0,8.4,44.414972,8.915813,0
1218,9.8,9.9881,-1.9,131,0,8.3,44.414996,8.915715,0
1219,9.6,9.9959,-2.8,130,0,8.2,44.415018,8.915617,0
1220,9.4,10.0027,-3.9,129,0,7.9,44.415039,8.915526,0
1221,9.2,10.0088,-5.5,127,0,7.5,44.415059,8.915446,0
1222,8.8,10.0137,-6.5,126,0,6.8,44.415078,8.91538,0
1223,8.4,10.0176,-8.4,124,0,5.9,44.415092,8.91533,0
1224,8.2,10.0213,-5.9,122,0,5.1,44.415103,8.915287,0
1225,7.8,10.0254,-3.2,121,0,4.5,44.415113,8.91524,0
1226,7.8,10.0306,-0.9,121,0,4.4,44.415124,8.91519,0
1227,7.8,10.0364,1.7,121,58,4.5,44.415127,8.915129,95.04519058
1228,8,10.0424,1.6,121,64,5,44.415121,8.915063,104.920053
1229,8.2,10.0487,2.4,122,66,5.5,44.415103,8.914989,158.7619919
1230,8.2,10.0553,1.5,123,67,6,44.415083,8.914909,130.9570354
1231,8.4,10.0619,0.7,125,69,6.3,44.41506,8.914827,96.65969904
1232,8.4,10.0691,0.7,126,72,6.5,44.415034,8.914745,102.3354109
1233,8.4,10.0763,0,126,74,6.8,44.415005,8.914662,69.284384
1234,8.4,10.0837,-0.7,126,77,7,44.414973,8.914577,31.08673536
1235,8.4,10.0913,-0.7,127,79,7.2,44.414939,8.914489,35.1773438
1236,8.2,10.0991,-0.6,127,80,7.4,44.414905,8.914401,46.07139728
1237,8.2,10.1068,-1.3,128,81,7.5,44.414871,8.914313,2.096707776
1238,8.2,10.1148,-0.6,128,82,7.7,44.414835,8.914225,53.40068963
1239,8,10.1228,0,128,83,7.8,44.414798,8.914137,97.306404
1240,8,10.1306,0,129,83,7.9,44.41476,8.914051,100.495663
1241,8.2,10.1383,0.7,129,83,7.8,44.414724,8.913965,145.5110231
1242,8.2,10.1459,0.7,129,0,7.8,44.414687,8.913881,0
1243,8.2,10.1533,0,129,0,7.7,44.414652,8.913798,0
1244,8.2,10.1606,0,129,0,7.6,44.414619,8.913716,0
1245,8.2,10.168,0,130,0,7.5,44.414587,8.913634,0
1246,8.2,10.1752,-0.7,130,0,7.4,44.414554,8.913555,0
1247,8.2,10.1824,-0.7,130,0,7.3,44.414521,8.913475,0
1248,8,10.1893,-0.7,130,0,7.2,44.414491,8.913398,0
1249,8,10.196,-1.6,129,0,7.1,44.414458,8.913319,0
1250,8,10.2021,-0.9,128,0,6.8,44.414429,8.913245,0
1251,7.8,10.207,-2,126,0,6.4,44.414402,8.913187,0
1252,7.8,10.2119,-2.3,124,0,5.9,44.414377,8.913138,0
1253,7.6,10.216,-2.7,122,0,5.3,44.414355,8.913093,0
1254,7.6,10.2192,-3.4,120,0,4.6,44.414336,8.913055,0
1255,7.4,10.2218,-2,118,0,3.9,44.414323,8.913026,0
1256,7.4,10.2238,-2,117,0,3.4,44.414312,8.913005,0
1257,7.4,10.2258,-1.5,116,0,2.8,44.414305,8.912995,0
1258,7.4,10.2258,-1.2,116,0,2,44.414302,8.912992,0
1259,7.4,10.2258,0,116,0,1.3,44.414305,8.912988,0
1260,7.4,10.2258,0,116,0,0.4,44.414305,8.912989,0
1261,7.4,10.2258,0,115,68,0,44.41425,8.912852,0
1262,7.4,10.229,0,116,76,0.1,44.414228,8.912787,0.291871
1263,7.4,10.2364,0,118,84,0.4,44.414201,8.912711,1.177888
1264,7.4,10.245,1.8,122,97,0.6,44.414169,8.912625,11.3200971
1265,7.4,10.2537,2.3,124,100,0.9,44.414131,8.912532,21.01594862
1266,8,10.2627,2.8,128,101,0.9,44.414093,8.912436,24.98479031
1267,8.2,10.2717,2.7,130,95,0.9,44.414054,8.912339,24.19115079
1268,8.4,10.2811,1.6,133,98,0.9,44.41401,8.912238,15.45723054
1269,8.4,10.2912,1.5,135,102,0.9,44.413965,8.912134,14.66294631
1270,8.6,10.3011,1.5,138,104,9.5,44.413921,8.912028,288.0364144
1271,8.8,10.311,1,140,104,9.7,44.413875,8.911918,257.1191351
1272,9,10.3211,0.5,143,105,9.9,44.413828,8.911807,224.7931571
1273,8.8,10.331,-0.5,144,105,10,44.413779,8.911697,141.8879986
1274,8.8,10.3411,0,146,105,10,44.413729,8.911585,186.0328
1275,8.6,10.3511,1,147,86,10,44.413676,8.911477,274.3169733
1276,9,10.3608,1.6,149,86,10,44.413624,8.91137,327.275106
1277,9.2,10.3704,1.6,149,86,9.9,44.413573,8.911265,320.920386
1278,9.4,10.3798,-0.5,149,0,9.8,44.413524,8.91116,0
1279,9.2,10.3889,-1.7,149,0,9.6,44.413475,8.911058,0
1280,8.8,10.3979,-2.9,149,0,9.4,44.413428,8.910956,0
1281,8.6,10.4063,-2.6,148,0,9.1,44.413382,8.91086,0
1282,8.4,10.4137,-2.9,147,0,8.7,44.413341,8.910772,0
1283,8.4,10.4201,-2.4,147,0,8.1,44.413305,8.910695,0
1284,8,10.4258,-2.6,146,0,7.4,44.413276,8.910631,0
1285,8,10.4315,-2.6,145,0,6.7,44.41325,8.910569,0
1286,7.8,10.4371,-0.9,144,65,6.2,44.413222,8.910508,6.32999776
1287,7.8,10.4429,-0.8,144,65,5.8,44.413194,8.910449,6.67879052
1288,7.8,10.4488,0,144,68,5.7,44.413164,8.91039,45.795567
1289,7.8,10.4559,0,144,73,6,44.41313,8.910325,51.50688
1290,7.8,10.4644,-0.6,144,83,6.6,44.413092,8.91025,29.51324968
1291,7.8,10.4729,-0.6,145,96,7.2,44.413046,8.910169,41.53395238
1292,7.6,10.4819,0.5,146,102,7.8,44.412995,8.910083,131.7387981
1293,7.6,10.4913,1.1,147,107,8.5,44.412941,8.909995,203.7651583
1294,8,10.5009,2.6,148,109,9,44.412881,8.909906,347.1954349
1295,8.2,10.5104,3.6,149,111,9.2,44.412816,8.909817,441.2518233
1296,8.6,10.5204,2.5,151,107,9.5,44.412746,8.909733,371.8552043
1297,9,10.5303,2.5,152,104,9.7,44.412671,8.909653,385.511301
1298,9,10.5405,1.5,154,104,9.8,44.412598,8.909575,306.0096312
1299,9.2,10.5506,0.5,156,106,9.9,44.412522,8.909498,224.7931571
1300,9.2,10.5609,0.5,157,106,10.1,44.412444,8.909426,235.654407
1301,9.2,10.571,0.5,158,106,10.1,44.412367,8.909354,235.654407
1302,9.2,10.5812,1,160,105,10.2,44.41229,8.909286,286.2495088
1303,9.4,10.5913,1,161,106,10.2,44.412212,8.909217,286.2495088
1304,9.6,10.6017,0.5,162,106,10.2,44.412135,8.909144,241.2266289
1305,9.6,10.6122,0,163,107,10.3,44.412057,8.90907,201.426079
1306,9.4,10.623,-0.9,164,107,10.4,44.411977,8.908994,124.1118048
1307,9.4,10.6338,-1.8,165,107,10.5,44.411893,8.908916,45.32373643
1308,9.2,10.6454,-3,166,0,10.8,44.411808,8.908835,0
1309,8.8,10.6574,-4.5,166,0,11.1,44.411719,8.908749,0
1310,8,10.6696,-4.8,166,0,11.5,44.411629,8.908661,0
1311,7.2,10.6822,-5.1,166,0,11.8,44.411538,8.90857,0
1312,6.8,10.6952,-4.7,165,0,12.3,44.411446,8.908475,0
1313,6.2,10.708,-4.3,164,0,12.5,44.411356,8.908381,0
1314,5.6,10.7207,-4.4,164,0,12.7,44.411266,8.908287,0
1315,5,10.7332,-3.6,162,0,12.7,44.411168,8.908193,0
1316,4.6,10.7455,-2.8,161,130,12.7,44.411067,8.908099,44.13742959
1317,4.4,10.7578,-1.7,160,129,12.5,44.410958,8.908005,154.9061276
1318,4.2,10.7699,-0.4,160,128,12.4,44.410845,8.907963,291.1411581
1319,4.2,10.7814,0.9,159,122,12.1,44.410746,8.907912,409.0668028
1320,4.4,10.7918,1.9,159,112,11.7,44.410651,8.907858,481.3903351
1321,4.8,10.8021,2.6,159,108,11.3,44.410559,8.90783,518.4544022
1322,5,10.8114,2.7,159,101,10.7,44.410478,8.90779,478.2728419
1323,5.2,10.8206,2.2,159,98,10.1,44.410396,8.907774,387.1948895
1324,5.4,10.8294,2.3,159,92,9.6,44.410325,8.907746,361.7025026
1325,5.6,10.8377,2.4,160,86,9.2,44.410259,8.907706,343.9221896
1326,5.8,10.8456,3.1,160,84,8.7,44.410192,8.907662,366.7486015
1327,6,10.8535,3.8,160,82,8.4,44.410128,8.907619,399.1737566
1328,6.4,10.8612,3.8,161,81,8.1,44.410065,8.907577,378.64159
1329,6.8,10.869,3.2,161,81,7.9,44.41,8.907533,323.5671748
1330,7,10.8769,2.5,161,82,7.8,44.409938,8.907497,269.4112441
1331,7,10.8848,1.9,162,82,7.8,44.409876,8.907462,228.1245961
1332,7.2,10.8927,2.6,162,83,7.8,44.409817,8.907422,276.2905903
1333,7.4,10.9005,3.9,163,82,7.9,44.40976,8.907374,372.2935615
1334,7.8,10.9081,4,163,79,7.8,44.409703,8.907319,372.5334876
1335,8.2,10.9154,4.7,163,78,7.7,44.409646,8.907267,413.3355208
1336,8.4,10.9229,3.4,164,77,7.6,44.409591,8.90722,319.1437044
1337,8.8,10.93,2.8,164,77,7.5,44.409538,8.90717,273.5020359
1338,8.8,10.9372,2.8,164,76,7.3,44.409487,8.907117,262.8250983
1339,9,10.9444,1.4,164,74,7.3,44.409443,8.907057,172.6606366
1340,9.2,10.9515,2.1,164,73,7.2,44.409396,8.906994,213.1354823
1341,9.2,10.9584,2.9,164,73,7.1,44.409347,8.906931,258.6825572
1342,9.4,10.9656,3.7,164,73,7.1,44.409301,8.90687,308.7437857
1343,9.8,10.9723,4.4,164,72,7,44.409252,8.906809,345.9994939
1344,10.2,10.9788,4.5,165,70,6.9,44.409202,8.906755,345.6275385
1345,10.4,10.9854,3.1,164,68,6.8,44.409153,8.906707,255.3011153
1346,10.6,10.992,1.5,165,68,6.7,44.409102,8.906663,155.5679872
1347,10.6,10.9985,0.8,164,68,6.6,44.40905,8.906626,111.0908277
1348,10.6,11.0052,0.8,165,68,6.6,44.408996,8.906592,111.0908277
1349,10.6,11.0117,1.5,165,68,6.6,44.408942,8.90656,151.8709669
1350,10.8,11.0183,2.3,165,68,6.6,44.408884,8.906534,198.4596505
1351,11,11.025,3,165,69,6.6,44.408824,8.906512,239.2029972
1352,11.2,11.0318,2.2,164,70,6.7,44.40876,8.906495,196.9520454
1353,11.4,11.0386,1.4,165,71,6.7,44.408696,8.906478,149.6546974
1354,11.4,11.0457,0.7,164,73,6.8,44.408633,8.906464,111.3089237
1355,11.4,11.0528,-0.7,164,74,6.9,44.408568,8.906446,29.14044015
1356,11.4,11.0601,-0.7,164,76,7,44.408503,8.90643,31.08673536
1357,11.2,11.0676,-0.7,164,76,7.2,44.408436,8.906412,35.1773438
1358,11.2,11.0752,-0.7,164,79,7.3,44.408368,8.906392,37.32352902
1359,11.2,11.0828,0,163,79,7.4,44.4083,8.906378,85.271828
1360,11.2,11.0908,0,163,81,7.6,44.408228,8.90636,91.146496
1361,11.2,11.0988,0,163,83,7.7,44.408159,8.906341,94.190327
1362,11.2,11.1068,0,162,84,7.8,44.408087,8.90632,97.306404
1363,11.2,11.1149,0.6,162,84,7.9,44.408018,8.9063,142.343968
1364,11.2,11.123,1.2,162,85,8,44.407951,8.906273,188.5097109
1365,11.4,11.1311,1.2,161,85,8.1,44.407881,8.906237,192.9075253
1366,11.6,11.1393,1.2,161,84,8.1,44.407813,8.906197,192.9075253
1367,11.6,11.1474,1.2,160,85,8.1,44.407746,8.906148,192.9075253
1368,11.6,11.1556,0.6,160,84,8.1,44.407688,8.906083,150.0052267
1369,11.8,11.1636,0.6,159,84,8.1,44.407637,8.906006,150.0052267
1370,11.8,11.1715,1.3,158,83,8.1,44.407596,8.905921,200.0570526
1371,11.8,11.1795,0.6,158,83,8,44.407563,8.905829,146.1370704
1372,12,11.1874,0,157,83,8,44.407532,8.905734,103.75904
1373,12,11.1954,-0.6,157,82,8,44.407502,8.90564,61.38019598
1374,11.8,11.2034,-1.2,156,83,8,44.407476,8.905543,19.00511476
1375,11.6,11.2117,-0.5,156,83,8,44.407455,8.905447,68.44319892
1376,11.6,11.2197,0.5,155,84,8,44.407434,8.905349,139.074316
1377,11.8,11.2395,1,155,84,8.8,44.407386,8.905159,210.3366965
1378,12,11.2441,1,154,85,8.1,44.407362,8.905066,178.6076514
1379,12,11.2522,1.4,154,86,8.1,44.407338,8.904973,207.2062782
1380,12,11.2606,0,154,86,8.2,44.407319,8.90488,110.511892
1381,12.2,11.2689,0,154,86,8.2,44.407304,8.904788,110.511892
1382,12,11.2772,0,153,87,7.5,44.407292,8.904693,88.173975
1383,12,11.2857,0,153,87,8.3,44.407282,8.904596,114.003239
1384,12,11.2968,0,153,88,8.9,44.407287,8.904507,136.619183
1385,12.2,11.3026,0,153,89,8.4,44.407284,8.904424,117.572448
1386,12,11.3113,0,152,89,8.5,44.407301,8.904344,121.220455
1387,12,11.32,-0.6,151,90,8.6,44.407308,8.904275,79.39093867
1388,12,11.3286,-0.6,151,91,8.6,44.4073,8.904208,79.39093867
1389,12,11.3375,-0.6,150,91,8.1,44.407295,8.904126,64.18889143
1390,11.8,11.3463,-0.6,150,91,8.7,44.407277,8.904021,82.66961412
1391,11.8,11.3551,-0.6,150,92,8.8,44.407251,8.903948,86.02989557
1392,11.8,11.3639,0,150,92,8.8,44.407217,8.903868,132.646624
1393,11.8,11.3726,0,149,92,8.8,44.407183,8.903783,132.646624
1394,11.8,11.3813,0,148,92,8.8,44.407144,8.903697,132.646624
1395,11.8,11.3902,0,148,92,8.8,44.407102,8.903621,132.646624
1396,11.8,11.399,0,147,82,8.8,44.407014,8.903505,132.646624
1397,11.8,11.4079,-0.6,146,82,8.8,44.406941,8.903426,86.02989557
1398,11.8,11.4167,-1.1,146,82,8.8,44.406844,8.903266,47.1855701
1399,11.6,11.4254,-1.1,144,0,8.8,44.406778,8.903112,0
1400,11.4,11.434,-1.1,142,0,8.8,44.406749,8.903002,0
1401,11.4,11.443,-1.1,141,0,8.8,44.406707,8.902887,0
1402,11.4,11.4517,-1.1,138,0,8.8,44.40667,8.90273,0
1403,11.2,11.4605,-1.1,136,0,8.8,44.406667,8.902604,0
1404,11,11.4696,-1.6,134,0,8.8,44.406677,8.90248,0
1405,11,11.4786,-1.6,131,0,8.9,44.406702,8.902365,0
1406,10.8,11.4882,-1.5,130,0,9,44.406737,8.90226,0
1407,10.6,11.4984,-2.4,129,0,9.3,44.40677,8.902142,0
1408,10.4,11.5091,-2.7,128,0,9.7,44.406805,8.902016,0
1409,10,11.5204,-3.1,127,0,10.2,44.406839,8.901884,0
1410,9.6,11.532,-3.4,126,0,10.7,44.406872,8.901742,0
1411,9.2,11.5439,-3.4,124,0,11.1,44.406907,8.901592,0
1412,8.8,11.5558,-3.9,121,0,11.5,44.406946,8.901447,0
1413,8.4,11.5669,-4.5,119,0,11.6,44.406987,8.901309,0
1414,7.8,11.5776,-4.7,118,0,11.4,44.407028,8.901177,0
1415,7.2,11.5881,-4.7,116,0,11.2,44.407071,8.90104,0
1416,6.8,11.5987,-3.8,116,108,11,44.407106,8.900913,0
1417,6.4,11.6092,-2.9,117,109,10.7,44.407114,8.900767,0
1418,6.2,11.6195,-2.4,118,107,10.5,44.407122,8.900632,0
1419,6,11.6297,-1.5,119,105,10.4,44.407139,8.900504,69.02887526
1420,5.8,11.6397,-1,120,104,10.3,44.407161,8.900381,110.4904707
1421,5.8,11.6495,-0.5,121,103,10.2,44.407188,8.900258,151.1719546
1422,5.8,11.6593,0,122,99,10,44.40721,8.900138,186.0328
1423,5.8,11.6686,0,123,98,9.8,44.407223,8.900025,176.241044
1424,5.8,11.6778,0,124,96,9.6,44.407238,8.899913,166.816896
1425,5.8,11.6871,0.5,124,95,9.5,44.40725,8.8998,204.1772253
1426,5.8,11.6962,1.1,125,94,9.3,44.407263,8.899691,243.6671756
1427,6,11.705,0,126,93,9.1,44.407274,8.899583,144.815671
1428,6.2,11.7137,-0.6,126,90,9,44.407281,8.899476,92.99902047
1429,5.8,11.7227,-1.7,127,90,9,44.407289,8.899367,5.607361884
1430,5.6,11.7315,-1.7,128,91,8.9,44.407299,8.899258,3.052078863
1431,5.4,11.7405,0.6,130,92,8.9,44.407312,8.899149,183.7647418
1432,5.6,11.7494,1.7,131,92,8.9,44.407332,8.899043,270.1790218
1433,6,11.7584,1.1,132,92,8.9,44.407349,8.898934,223.048343
1434,6.2,11.7672,-0.6,133,91,8.9,44.407365,8.898825,89.47271902
1435,5.8,11.7761,-1.7,133,91,8.9,44.407381,8.898715,3.052078863
1436,5.4,11.7851,-1.7,134,93,8.9,44.407398,8.898604,3.052078863
1437,5.4,11.7941,-0.6,134,93,8.9,44.407415,8.898494,89.47271902
1438,5.6,11.803,1.1,134,93,8.9,44.407434,8.898383,223.048343
1439,5.6,11.8121,1.7,134,93,9,44.407455,8.898272,275.7357312
1440,5.8,11.8211,1.7,134,93,9,44.407473,8.898163,275.7357312
1441,6,11.8303,2.2,134,62,9,44.407488,8.898053,315.4409791
1442,6.2,11.8393,1.1,135,92,9,44.407503,8.897947,228.0754941
1443,6.4,11.8483,0,135,92,9.1,44.407518,8.89783,144.815671
1444,6.2,11.8571,-1.1,135,91,9,44.407526,8.897713,53.27186942
1445,6,11.866,-1.7,135,92,9,44.407537,8.897601,5.607361884
1446,5.8,11.875,-1.1,136,92,8.9,44.407553,8.897494,50.18698076
1447,5.8,11.8839,0,136,92,8.9,44.407574,8.897387,136.619183
1448,5.8,11.8929,0.6,137,92,8.9,44.407595,8.897279,183.7647418
1449,6,11.9018,1.1,137,92,8.9,44.407622,8.897174,223.048343
1450,6,11.9105,1.7,138,90,8.9,44.40765,8.897069,270.1790218
1451,6.2,11.9193,1.2,139,90,8.9,44.407677,8.896966,230.9043043
1452,6.4,11.9279,1.7,140,90,8.8,44.407703,8.896863,264.7057905
1453,6.4,11.9365,0.6,140,89,8.7,44.407731,8.896759,174.842715
1454,6.6,11.9449,-1.2,141,88,8.6,44.407758,8.896656,33.83772637
1455,6.4,11.9534,-1.8,142,87,8.6,44.407784,8.896554,0
1456,6,11.9618,-3,143,86,8.5,44.40781,8.896454,0
1457,5.8,11.9702,-3,143,86,8.5,44.407836,8.896354,0
1458,5.6,11.9787,-1.2,143,87,8.4,44.407861,8.896255,28.5808265
1459,5.4,11.9872,-0.6,143,87,8.5,44.407886,8.896153,76.19293322
1460,5.6,11.9954,-0.6,143,87,8.4,44.40791,8.896052,73.07466177
1461,5.6,12.0039,0,143,86,8.4,44.407938,8.895954,117.572448
1462,5.4,12.0123,0,144,87,8.4,44.407966,8.895858,117.572448
1463,5.4,12.0206,0.6,144,87,8.4,44.407994,8.895762,162.0693799
1464,5.6,12.029,1.2,144,87,8.4,44.408021,8.895665,206.5606524
1465,5.8,12.0375,0.6,145,86,8.4,44.408049,8.895571,162.0693799
1466,5.8,12.0457,0,145,86,8.4,44.408076,8.895476,117.572448
1467,5.6,12.054,-1.2,145,85,8.3,44.408102,8.89538,26.07104156
1468,5.6,12.0623,-1.2,145,85,8.3,44.408123,8.895283,26.07104156
1469,5.4,12.0705,-0.6,145,85,8.3,44.408146,8.895185,70.03518832
1470,5.4,12.079,-0.6,145,86,8.3,44.408168,8.895087,70.03518832
1471,5.4,12.0873,0,145,86,8.3,44.408189,8.894987,114.003239
1472,5.4,12.0957,0.6,146,86,8.3,44.408212,8.89489,157.9704455
1473,5.4,12.104,0,146,86,8.3,44.408235,8.894793,114.003239
1474,5.6,12.1122,0,146,85,8.3,44.408256,8.894697,114.003239
1475,5.4,12.1205,-0.6,146,85,8.3,44.40828,8.894601,70.03518832
1476,5.4,12.1286,-1.2,147,85,8.3,44.408303,8.894504,26.07104156
1477,5.2,12.1369,-1.2,147,85,8.2,44.408324,8.894405,23.63911863
1478,5.2,12.1451,-1.2,147,85,8.2,44.408346,8.894306,23.63911863
1479,5,12.1533,-0.6,148,85,8.2,44.408368,8.894207,67.07357688
1480,5,12.1616,-0.6,148,85,8.2,44.408392,8.894112,67.07357688
1481,5,12.1698,0,148,85,8.2,44.408416,8.894015,110.511892
1482,5,12.178,0.6,148,85,8.2,44.408439,8.893918,153.9493731
1483,5,12.1863,0.6,148,85,8.2,44.408463,8.893822,153.9493731
1484,5.2,12.1946,0.6,148,85,8.3,44.408487,8.893726,157.9704455
1485,5.2,12.2028,0,149,85,8.2,44.408509,8.893627,110.511892
1486,5.2,12.2112,0,149,85,8.3,44.408532,8.89353,114.003239
1487,5,12.2195,0,148,86,8.3,44.408555,8.89343,114.003239
1488,5.2,12.2278,0.6,148,86,8.3,44.408579,8.893331,157.9704455
1489,5.2,12.236,1.8,148,85,8.3,44.408599,8.893233,245.8833376
1490,5.4,12.2441,1.2,149,85,8.3,44.40862,8.893135,201.93206
1491,5.6,12.2522,1.2,148,84,8.2,44.408643,8.893037,197.3813296
1492,5.6,12.2603,1.2,148,84,8.2,44.408667,8.892938,197.3813296
1493,5.6,12.2683,0.6,148,83,8.1,44.408691,8.892842,150.0052267
1494,5.8,12.2763,0,148,83,8.1,44.408714,8.892747,107.097471
1495,5.8,12.2843,0,149,83,8,44.408738,8.892652,103.75904
1496,5.6,12.2922,-1.2,149,83,8,44.40876,8.892556,19.00511476
1497,5.6,12.3003,-1.2,149,83,8,44.408783,8.89246,19.00511476
1498,5.4,12.3084,-0.6,149,83,8,44.408806,8.892364,61.38019598
1499,5.4,12.3166,-0.6,149,84,8.1,44.408831,8.892267,64.18889143
1500,5.4,12.3248,1.2,149,85,8.1,44.408854,8.892171,192.9075253
1501,5.4,12.3329,1.9,149,84,8.1,44.408878,8.892074,242.947132
1502,5.8,12.3409,1.2,149,83,8.1,44.408902,8.891977,192.9075253
1503,6,12.3489,0,149,83,8.1,44.408923,8.891882,107.097471
1504,5.8,12.357,-1.9,149,83,8.1,44.408947,8.891785,0
1505,5.4,12.365,-2.5,148,83,8,44.408972,8.891689,0
1506,5.2,12.373,-1.2,148,83,8,44.408997,8.891592,19.00511476
1507,5.2,12.3811,0,148,83,8,44.409022,8.891495,103.75904
1508,5.4,12.3893,0.6,148,83,8.1,44.409045,8.891401,150.0052267
1509,5.4,12.3973,0,149,83,8.1,44.40907,8.891306,107.097471
1510,5.4,12.4054,-0.6,148,83,8.1,44.409095,8.891206,64.18889143
1511,5.2,12.4135,-1.2,148,84,8.1,44.409118,8.891105,21.28412169
1512,5.2,12.4217,-0.6,148,84,8.1,44.40914,8.891008,64.18889143
1513,5,12.4299,0,148,84,8.1,44.409163,8.890907,107.097471
1514,5.2,12.438,-0.6,147,83,8.1,44.409187,8.890812,64.18889143
1515,5.2,12.4461,-0.6,147,84,8.1,44.409212,8.890717,64.18889143
1516,5,12.4544,-1.2,146,84,8.2,44.409234,8.890621,23.63911863
1517,4.8,12.4626,-1.8,145,84,8.2,44.409256,8.890523,0
1518,4.8,12.471,-1.2,145,85,8.2,44.409278,8.890425,23.63911863
1519,4.6,12.4795,-0.6,145,86,8.3,44.4093,8.890327,70.03518832
1520,4.6,12.4879,0,145,87,8.4,44.409321,8.890226,117.572448
1521,4.6,12.4963,1.2,145,86,8.4,44.409346,8.890126,206.5606524
1522,4.8,12.5048,1.8,145,86,8.4,44.40937,8.890028,251.0414634
1523,5,12.513,2.4,145,86,8.4,44.409393,8.889927,295.5070163
1524,5.2,12.5214,1.8,145,85,8.4,44.409417,8.889827,251.0414634
1525,5.4,12.5298,1.8,145,85,8.4,44.40944,8.88973,251.0414634
1526,5.4,12.5379,1.8,145,85,8.3,44.409464,8.889633,245.8833376
1527,5.6,12.546,0.6,145,84,8.2,44.409491,8.889536,153.9493731
1528,5.8,12.5544,1.2,145,84,8.3,44.409516,8.88944,201.93206
1529,5.6,12.5626,0,146,85,8.2,44.409539,8.889341,110.511892
1530,5.8,12.5709,-1.8,146,84,8.2,44.40956,8.889242,0
1531,5.6,12.5791,-2.4,146,84,8.2,44.409583,8.889145,0
1532,5.2,12.5873,-1.8,146,84,8.3,44.409607,8.889047,0
1533,4.8,12.5955,0.6,147,85,8.2,44.40963,8.888948,153.9493731
1534,5.2,12.6038,2.4,146,85,8.2,44.409653,8.888848,284.2099229
1535,5.8,12.6121,3.6,146,85,8.2,44.409676,8.888748,370.9602486
1536,6,12.6204,1.8,146,84,8.3,44.409701,8.88865,245.8833376
1537,6,12.6286,-1.2,146,84,8.3,44.409724,8.888554,26.07104156
1538,5.8,12.6367,-1.8,146,84,8.2,44.409747,8.888457,0
1539,5.4,12.6449,-1.8,146,85,8.2,44.409769,8.888359,0
1540,5.4,12.6532,-1.2,145,85,8.2,44.409793,8.88826,23.63911863
1541,5.4,12.6614,0,145,85,8.2,44.409816,8.888162,110.511892
1542,5.4,12.6699,0,145,85,8.3,44.409839,8.888064,114.003239
1543,5.4,12.6783,0,145,85,8.3,44.409862,8.887965,114.003239
1544,5.4,12.6865,0.6,145,86,8.3,44.409883,8.887867,157.9704455
1545,5.4,12.6947,1.8,144,85,8.3,44.409905,8.887768,245.8833376
1546,5.6,12.7028,2.5,144,84,8.3,44.409927,8.887672,297.1404406
1547,6,12.7108,2.5,144,83,8.2,44.409949,8.887576,291.4426213
1548,6.2,12.7188,1.3,144,82,8.1,44.40997,8.887481,200.0570526
1549,6.2,12.7268,-0.6,144,82,8.1,44.40999,8.887385,64.18889143
1550,6,12.7346,-1.9,145,80,8,44.410008,8.88729,0
1551,5.8,12.7423,-2,145,79,7.9,44.410026,8.887195,0
1552,5.6,12.7499,-0.7,144,79,7.8,44.410043,8.887101,49.10070512
1553,5.6,12.7575,0,144,78,7.7,44.410063,8.887006,94.190327
1554,5.8,12.7648,1.3,144,77,7.6,44.410084,8.886915,178.3678318
1555,5.8,12.7724,1.3,144,78,7.6,44.41011,8.886825,178.3678318
1556,6,12.7801,-0.7,145,78,7.6,44.41014,8.886739,44.17684068
1557,6,12.7876,-2,145,77,7.5,44.410172,8.886654,0
1558,5.6,12.7952,-3.9,146,77,7.5,44.4102,8.886568,0
1559,5.2,12.803,-4.4,147,79,7.6,44.410217,8.886476,0
1560,4.8,12.8111,-3.1,147,82,7.7,44.410223,8.886378,0
1561,4.6,12.8192,-1.8,148,83,7.8,44.410226,8.886278,0
1562,4.6,12.8272,-0.6,148,83,7.9,44.410232,8.886177,58.64655453
1563,4.6,12.8356,0,149,85,8.1,44.41024,8.886074,107.097471
1564,4.6,12.844,0,149,85,8.2,44.410253,8.885971,110.511892
1565,4.6,12.8523,0,149,86,8.2,44.410272,8.885868,110.511892
1566,4.6,12.8608,0,149,88,8.3,44.410296,8.885767,114.003239
1567,4.6,12.8695,0,149,87,8.5,44.410321,8.885667,121.220455
1568,4.6,12.8779,0,149,88,8.5,44.410346,8.885567,121.220455
1569,4.6,12.8866,0,149,90,8.5,44.410372,8.885466,121.220455
1570,4.6,12.8955,0.6,148,90,8.6,44.410399,8.885364,170.5045786
1571,4.6,12.9042,0,149,90,8.7,44.410426,8.885263,128.756607
1572,4.8,12.913,0,148,90,8.7,44.410453,8.885161,128.756607
1573,4.6,12.9219,0.6,148,91,8.8,44.410477,8.885057,179.2624574
1574,4.6,12.9306,0,148,90,8.8,44.410498,8.88495,132.646624
1575,4.8,12.9394,0.6,148,90,8.8,44.410518,8.884843,179.2624574
1576,4.8,12.9482,1.1,148,90,8.8,44.41054,8.884736,218.1046698
1577,4.8,12.9568,0.6,148,89,8.8,44.410563,8.884631,179.2624574
